bucket,time_end,files_combined,bytes_combined
1342,13430.0,85.000000,3876439980.0
1343,13440.0,37.000000,803066590.0
1344,13450.0,66.000000,729454862.0
1345,13460.0,29.000000,2586536652.0
1346,13470.0,88.000000,2547050731.0
1347,13480.0,44.000000,4172210956.0
1348,13490.0,44.500000,1066151501.0
1349,13500.0,32.500000,525518389.0
1350,13510.0,20.000000,5493304.0
1351,13520.0,17.000000,2496020.0
1352,13530.0,34.000000,3906542575.0
1353,13540.0,12.500000,701885166.8
1354,13550.0,47.500000,2330850918.2
1355,13560.0,30.000000,3615560011.0
1356,13570.0,23.000000,1025660.0
1357,13580.0,42.000000,2223950046.0
1358,13590.0,18.000000,147281954.0
1359,13600.0,54.000000,2541518183.0
1360,13610.0,13.200000,32784534.7
1361,13620.0,41.200000,36245483.7
1362,13630.0,5.200000,31223822.7
1363,13640.0,10.200000,32833581.7
1364,13650.0,36.200000,105405119.2
1365,13660.0,38.000000,1836546557.0
1366,13670.0,28.000000,114989802.0
1367,13680.0,60.000000,712372674.0
1368,13690.0,47.000000,854240363.0
1369,13700.0,90.000000,1619944765.0
1370,13710.0,40.000000,1054868392.0
1371,13720.0,20.000000,134789243.0
1372,13730.0,29.000000,2203264562.0
1373,13740.0,28.000000,1269222200.0
1374,13750.0,20.000000,540988302.0
1375,13760.0,46.000000,896687543.0
1376,13770.0,19.000000,1183553941.0
1377,13780.0,30.000000,1165474718.0
1378,13790.0,42.000000,1262221549.0
1379,13800.0,91.000000,1954761048.0
1380,13810.0,21.000000,218221536.0
1381,13820.0,62.000000,1391949675.0
1382,13830.0,34.500000,688290378.0
1383,13840.0,42.500000,823021417.0
1384,13850.0,62.000000,1081128146.0
1385,13860.0,19.000000,6640996.0
1386,13870.0,78.000000,1371052173.0
1387,13880.0,54.500000,1210779571.0
1388,13890.0,49.500000,1107376278.0
1389,13900.0,32.500000,474003361.0
1390,13910.0,7.833333,2666018.0
1391,13920.0,0.833333,69445465.9
1392,13930.0,53.833333,901677892.1
1393,13940.0,31.000000,662862893.0
1394,13950.0,55.000000,958463085.0
1395,13960.0,20.000000,1144487415.0
1396,13970.0,15.500000,1565166613.0
1397,13980.0,7.000000,3082676.0
1398,13990.0,60.500000,486330466.0
1399,14000.0,20.000000,2164844238.0
1400,14010.0,48.000000,500986650.0
1401,14020.0,29.000000,343160787.0
1402,14030.0,29.000000,115710937.0
1403,14040.0,51.000000,225175988.0
1404,14050.0,86.000000,4788193073.0
1405,14060.0,60.000000,4908164357.0
1406,14070.0,16.000000,2109660910.0
1407,14080.0,25.000000,755117999.0
1408,14090.0,52.000000,4816670600.0
1409,14100.0,24.500000,186339872.0
1410,14110.0,59.500000,1301521905.0
1411,14120.0,15.500000,656883.0
1412,14130.0,41.500000,1620743145.0
1413,14140.0,8.500000,899316255.0
1414,14150.0,33.500000,2131649.0
1415,14160.0,34.000000,234020721.0
1416,14170.0,6.500000,3181369.0
1417,14180.0,19.500000,166733641.0
1418,14190.0,38.000000,2744847838.0
1419,14200.0,40.000000,2779842163.0
1420,14210.0,69.000000,2895541718.0
1421,14220.0,23.500000,3505247278.3
1422,14230.0,28.500000,2481109923.7
1423,14240.0,70.000000,1403774230.0
1424,14250.0,33.000000,245879074.0
1425,14260.0,28.000000,475751982.0
1426,14270.0,60.000000,1884787946.0
1427,14280.0,20.000000,3446329.0
1428,14290.0,39.000000,742632829.0
1429,14300.0,41.000000,688893651.0
1430,14310.0,47.000000,2188613066.0
1431,14320.0,28.000000,1723294533.0
1432,14330.0,21.000000,552727815.0
1433,14340.0,55.000000,11101146.0
1434,14350.0,21.500000,154341316.7
1435,14360.0,49.500000,1935616002.3
1436,14370.0,28.000000,787177120.0
1437,14380.0,21.000000,270299273.0
1438,14390.0,8.500000,522998430.8
1439,14400.0,28.000000,713707815.1
1440,14410.0,61.500000,1588147420.1
1441,14420.0,12.000000,873582569.0
1442,14430.0,41.000000,977036278.0
1443,14440.0,18.000000,221488791.0
1444,14450.0,5.000000,520363321.0
1445,14460.0,63.500000,2804995650.0
1446,14470.0,23.500000,530558262.0
1447,14480.0,62.000000,989377906.0
1448,14490.0,52.000000,1504712461.0
1449,14500.0,53.000000,2777790414.0
1450,14510.0,81.000000,1922596556.0
1451,14520.0,34.000000,726065888.0
1452,14530.0,66.000000,2409752410.0
1453,14540.0,60.000000,1700554755.0
1454,14550.0,18.000000,77624005.0
1455,14560.0,43.000000,608541339.0
1456,14570.0,74.000000,544631336.0
1457,14580.0,46.000000,678911706.0
1458,14590.0,22.000000,505572388.0
1459,14600.0,28.000000,1292764685.0
1460,14610.0,56.000000,4641969159.0
1461,14620.0,60.000000,3462571132.0
1462,14630.0,33.000000,2814485003.0
1463,14640.0,52.000000,2525814064.0
1464,14650.0,18.500000,604652514.0
1465,14660.0,65.500000,314935261.0
1466,14670.0,34.000000,1057598327.0
1467,14680.0,8.500000,304913964.0
1468,14690.0,60.500000,533702882.0
1469,14700.0,36.000000,118493163.0
1470,14710.0,18.000000,539191785.0
1471,14720.0,45.000000,1076024153.0
1472,14730.0,88.000000,2480356751.0
1473,14740.0,37.000000,2359011476.0
1474,14750.0,35.000000,556359332.0
1475,14760.0,37.000000,1314362293.0
1476,14770.0,12.000000,1750188456.0
1477,14780.0,36.000000,1951994293.0
1478,14790.0,49.000000,1241738917.0
1479,14800.0,21.500000,705512282.6
1480,14810.0,34.500000,1041594130.4
1481,14820.0,14.500000,81508988.0
1482,14830.0,34.500000,573257764.0
1483,14840.0,59.000000,1189945137.0
1484,14850.0,23.000000,95559621.0
1485,14860.0,45.000000,446828362.0
1486,14870.0,46.000000,804497839.0
1487,14880.0,30.000000,1622959375.0
1488,14890.0,36.000000,300241673.0
1489,14900.0,133.000000,5860672219.0
1490,14910.0,19.000000,2844667756.0
1491,14920.0,55.000000,1419803653.0
1492,14930.0,23.000000,374850505.0
1493,14940.0,35.000000,511223198.0
1494,14950.0,42.000000,872678989.0
1495,14960.0,43.000000,369495995.0
1496,14970.0,20.250000,5677426.0
1497,14980.0,19.250000,324877.0
1498,14990.0,7.250000,23333.0
1499,15000.0,47.250000,455815253.0
1500,15010.0,15.000000,269126604.0
1501,15020.0,84.000000,784836123.0
1502,15030.0,48.000000,779586039.0
1503,15040.0,43.000000,468978488.0
1504,15050.0,19.000000,310608298.0
1505,15060.0,30.000000,905015805.0
1506,15070.0,64.000000,1807410235.0
1507,15080.0,44.000000,2583092664.0
1508,15090.0,23.000000,1421936630.0
1509,15100.0,29.000000,2173632463.0
1510,15110.0,23.500000,1928382306.0
1511,15120.0,13.500000,614639626.0
1512,15130.0,16.000000,1447134413.0
1513,15140.0,14.000000,1051423624.0
1514,15150.0,24.000000,1297525372.0
1515,15160.0,13.000000,127508931.0
1516,15170.0,53.000000,1259390476.0
1517,15180.0,19.000000,6335520.0
1518,15190.0,47.000000,1262693736.0
1519,15200.0,44.500000,1268928660.9
1520,15210.0,24.500000,689403043.1
1521,15220.0,30.500000,1058346134.7
1522,15230.0,32.500000,669782027.3
1523,15240.0,24.000000,537502050.0
1524,15250.0,58.000000,2131428416.0
1525,15260.0,66.000000,1457423505.0
1526,15270.0,10.000000,174525111.0
1527,15280.0,26.000000,487326477.0
1528,15290.0,41.000000,933514610.0
1529,15300.0,49.000000,992391839.0
1530,15310.0,56.000000,2366301090.0
1531,15320.0,20.000000,565104576.0
1532,15330.0,123.000000,2598486474.0
1533,15340.0,78.000000,1863478945.0
1534,15350.0,49.000000,889943535.0
1535,15360.0,64.000000,912590658.0
1536,15370.0,27.500000,384532777.0
1537,15380.0,41.500000,781887013.0
1538,15390.0,70.000000,1725101306.0
1539,15400.0,19.000000,250826604.0
1540,15410.0,41.000000,757453500.0
1541,15420.0,27.000000,253324805.0
1542,15430.0,14.333333,264006504.0
1543,15440.0,13.333333,401778793.0
1544,15450.0,26.833333,460312095.6
1545,15460.0,67.500000,1341576783.4
1546,15470.0,53.000000,1044819001.0
1547,15480.0,29.000000,1035482737.0
1548,15490.0,30.000000,405388317.0
1549,15500.0,11.500000,244846177.2
1550,15510.0,15.500000,227381554.8
1551,15520.0,27.000000,594991234.0
1552,15530.0,27.000000,13287533.0
1553,15540.0,41.000000,1045446544.0
1554,15550.0,55.000000,1584655960.0
1555,15560.0,7.500000,80769756.6
1556,15570.0,13.500000,418962473.4
1557,15580.0,34.000000,811379696.0
1558,15590.0,38.000000,1560798543.0
1559,15600.0,28.000000,1424377278.0
1560,15610.0,60.000000,2835348385.0
1561,15620.0,37.000000,1695703052.0
1562,15630.0,34.000000,1640244914.0
1563,15640.0,17.000000,1291955522.0
1564,15650.0,35.000000,956198210.0
1565,15660.0,70.000000,2312737202.0
1566,15670.0,62.000000,2660648061.0
1567,15680.0,53.500000,3003068110.0
1568,15690.0,54.500000,3324600559.0
1569,15700.0,28.500000,1520887146.0
1570,15710.0,13.500000,845627977.0
1571,15720.0,55.000000,1386082211.0
1572,15730.0,23.000000,1452458961.0
1573,15740.0,33.000000,1394234738.0
1574,15750.0,7.500000,589803460.0
1575,15760.0,100.500000,4610993285.0
1576,15770.0,27.000000,1786883868.0
1577,15780.0,22.500000,593556704.1
1578,15790.0,11.500000,487035108.9
1579,15800.0,62.000000,1737100063.0
1580,15810.0,42.000000,2997634704.0
1581,15820.0,54.000000,2499240915.0
1582,15830.0,26.000000,548938790.0
1583,15840.0,8.500000,601797965.0
1584,15850.0,46.500000,2188949485.0
1585,15860.0,0.750000,0.0
1586,15870.0,29.750000,1184235171.0
1587,15880.0,24.250000,836408395.0
1588,15890.0,22.250000,682162852.0
1589,15900.0,36.000000,2522662923.0
1590,15910.0,25.000000,1655327761.0
1591,15920.0,28.000000,1676759506.0
1592,15930.0,61.000000,3475294139.0
1593,15940.0,48.000000,2375520189.0
1594,15950.0,25.000000,1265388793.0
1595,15960.0,5.333333,245258465.0
1596,15970.0,8.333333,7130671.0
1597,15980.0,30.333333,1212716991.0
1598,15990.0,47.000000,2426705846.0
1599,16000.0,5.333333,2151081.0
1600,16010.0,25.333333,962380254.0
1601,16020.0,75.333333,3630494211.0
1602,16030.0,47.000000,3280546753.0
1603,16040.0,42.000000,1594584972.0
1604,16050.0,6.500000,409351580.0
1605,16060.0,32.500000,1085222691.0
1606,16070.0,1.000000,562458276.8
1607,16080.0,62.000000,2046350335.2
1608,16090.0,37.000000,1278161419.0
1609,16100.0,20.000000,583632234.0
1610,16110.0,25.000000,2138799403.0
1611,16120.0,2.500000,221449030.0
1612,16130.0,73.500000,2653679652.0
1613,16140.0,18.000000,465307930.0
1614,16150.0,70.000000,2783768285.0
1615,16160.0,64.000000,1840911646.0
1616,16170.0,11.500000,333237148.0
1617,16180.0,47.500000,770149342.0
1618,16190.0,27.000000,320305283.0
1619,16200.0,61.000000,644773964.0
1620,16210.0,23.000000,383600420.0
1621,16220.0,39.000000,1016655836.0
1622,16230.0,41.500000,909032210.0
1623,16240.0,42.500000,12008916.0
1624,16250.0,109.000000,2279870057.0
1625,16260.0,23.000000,990791997.0
1626,16270.0,58.000000,2688448239.0
1627,16280.0,44.000000,2443980742.0
1628,16290.0,55.000000,6188911294.0
1629,16300.0,21.000000,2080787657.0
1630,16310.0,7.200000,1154294366.5
1631,16320.0,8.200000,1297093948.5
1632,16330.0,12.200000,1718586106.5
1633,16340.0,15.200000,2236059772.5
1634,16350.0,59.700000,4587735771.0
1635,16360.0,42.500000,1336685139.0
1636,16370.0,38.000000,6982073164.0
1637,16380.0,39.000000,3514506456.0
1638,16390.0,24.000000,18630357.0
1639,16400.0,35.000000,1210558951.0
1640,16410.0,20.000000,692901081.0
1641,16420.0,30.500000,1530261507.5
1642,16430.0,22.500000,1258771737.5
1643,16440.0,30.000000,1603954398.0
1644,16450.0,50.000000,4062486372.0
1645,16460.0,22.500000,2473659889.6
1646,16470.0,8.500000,929762215.4
1647,16480.0,30.000000,4704598175.0
1648,16490.0,24.000000,628487108.0
1649,16500.0,44.333333,7063334916.0
1650,16510.0,28.333333,2858901605.0
1651,16520.0,23.333333,2375495697.0
1652,16530.0,46.000000,3107056054.0
1653,16540.0,21.000000,1799081473.0
1654,16550.0,32.000000,2643311164.0
1655,16560.0,39.500000,2018537858.0
1656,16570.0,46.500000,2157577412.0
1657,16580.0,21.000000,775638430.0
1658,16590.0,34.500000,2403398997.7
1659,16600.0,23.500000,1381114044.3
1660,16610.0,59.000000,4370528366.0
1661,16620.0,25.000000,4374382109.0
1662,16630.0,69.000000,6232109096.0
1663,16640.0,34.500000,5397214104.1
1664,16650.0,32.500000,3061273473.9
1665,16660.0,36.000000,2333020877.0
1666,16670.0,18.500000,590987536.8
1667,16680.0,46.500000,4949622955.2
1668,16690.0,14.500000,2554682933.0
1669,16700.0,34.500000,1715004070.0
1670,16710.0,22.000000,3042585680.0
1671,16720.0,1.000000,346317578.4
1672,16730.0,13.000000,1266223553.6
1673,16740.0,43.000000,6352468752.0
1674,16750.0,54.000000,3221129803.0
1675,16760.0,15.000000,999174917.0
1676,16770.0,34.000000,3245240956.0
1677,16780.0,60.000000,4141466048.0
1678,16790.0,71.000000,7123227517.0
1679,16800.0,24.000000,1839456845.0
1680,16810.0,99.000000,8321021070.0
1681,16820.0,10.000000,109492257.0
1682,16830.0,35.000000,2381706654.0
1683,16840.0,1.000000,0.0
1684,16850.0,33.000000,643297659.0
1685,16860.0,38.500000,3687309568.0
1686,16870.0,63.500000,2666902470.0
1687,16880.0,38.000000,6047999176.0
1688,16890.0,34.000000,3401605995.0
1689,16900.0,5.166667,1926528.0
1690,16910.0,22.166667,1029391599.0
1691,16920.0,0.666667,998380218.5
1692,16930.0,34.666667,1735799898.5
1693,16940.0,36.166667,3650218169.0
1694,16950.0,42.166667,1320857638.0
1695,16960.0,0.833333,0.0
1696,16970.0,29.833333,572170195.0
1697,16980.0,8.666666,37617730.4
1698,16990.0,0.833333,33732610.4
1699,17000.0,20.833333,856938073.2
1700,17010.0,51.000000,2519649999.0
1701,17020.0,51.000000,187100055.0
1702,17030.0,6.500000,355124823.0
1703,17040.0,0.611111,25007146.7
1704,17050.0,25.111111,1615668645.7
1705,17060.0,20.111111,902891798.7
1706,17070.0,6.111111,26179402.7
1707,17080.0,0.611111,24994957.7
1708,17090.0,27.611111,952500932.7
1709,17100.0,0.611111,167786152.6
1710,17110.0,6.611111,326188924.8
1711,17120.0,42.111111,1130522436.2
1712,17130.0,18.000000,156968958.0
1713,17140.0,19.166667,495923652.2
1714,17150.0,0.416667,929.2
1715,17160.0,0.416667,929.2
1716,17170.0,0.416667,929.2
1717,17180.0,18.416667,144868424.2
1718,17190.0,0.416667,227287305.6
1719,17200.0,30.250000,599102802.4
1720,17210.0,22.250000,827843380.4
1721,17220.0,56.250000,1563469153.7
1722,17230.0,25.000000,155301907.0
1723,17240.0,60.000000,1253114445.0
1724,17250.0,9.500000,172338161.0
1725,17260.0,26.500000,517717490.0
1726,17270.0,5.500000,371966319.0
1727,17280.0,35.500000,774859759.0
1728,17290.0,42.000000,1978371810.0
1729,17300.0,20.000000,425684601.0
1730,17310.0,42.333333,1362233644.0
1731,17320.0,24.333333,781688107.0
1732,17330.0,45.333333,1446098224.0
1733,17340.0,84.000000,2067968962.0
1734,17350.0,8.500000,167702830.0
1735,17360.0,7.000000,4264040.0
1736,17370.0,94.500000,1633633412.0
1737,17380.0,38.000000,609883512.0
1738,17390.0,42.000000,430115918.0
1739,17400.0,74.000000,2559415546.0
1740,17410.0,43.000000,1166143006.0
1741,17420.0,61.000000,1420693765.0
1742,17430.0,1.000000,63039153.9
1743,17440.0,19.000000,184307683.1
1744,17450.0,30.000000,374459080.0
1745,17460.0,35.000000,638897453.0
1746,17470.0,32.000000,409114597.0
1747,17480.0,37.000000,947187139.0
1748,17490.0,39.000000,987672828.0
1749,17500.0,31.000000,416711537.0
1750,17510.0,66.000000,362560414.0
1751,17520.0,38.333333,825608294.0
1752,17530.0,27.333333,581004557.0
1753,17540.0,33.333333,490324173.0
1754,17550.0,47.000000,672981464.0
1755,17560.0,32.000000,395586643.0
1756,17570.0,44.000000,2019996668.0
1757,17580.0,38.500000,621944304.0
1758,17590.0,31.500000,993967582.0
1759,17600.0,38.000000,732784545.0
1760,17610.0,21.500000,619470058.0
1761,17620.0,25.500000,914755331.0
1762,17630.0,81.000000,1432637311.0
1763,17640.0,73.000000,1945928907.0
1764,17650.0,6.500000,227096690.8
1765,17660.0,25.500000,951593983.2
1766,17670.0,33.000000,1062358460.0
1767,17680.0,12.500000,194566040.6
1768,17690.0,37.500000,560980692.4
1769,17700.0,42.500000,1488076538.0
1770,17710.0,30.500000,417370786.0
1771,17720.0,77.000000,2630275338.0
1772,17730.0,44.000000,1265071596.0
1773,17740.0,60.000000,1736707427.0
1774,17750.0,41.000000,1025050441.0
1775,17760.0,28.000000,502202173.0
1776,17770.0,38.500000,804623357.8
1777,17780.0,17.500000,201286683.2
1778,17790.0,25.000000,806306839.0
1779,17800.0,65.000000,1135140709.0
1780,17810.0,29.000000,534936400.0
1781,17820.0,33.000000,1078814282.0
1782,17830.0,34.000000,790381379.0
1783,17840.0,12.500000,4062885.0
1784,17850.0,46.500000,497101230.0
1785,17860.0,58.500000,818316792.0
1786,17870.0,13.000000,49191661.1
1787,17880.0,32.500000,1171071524.9
1788,17890.0,1.000000,203115805.7
1789,17900.0,32.000000,531944969.3
1790,17910.0,19.500000,651206589.7
1791,17920.0,38.000000,886719550.3
1792,17930.0,47.500000,871900406.0
1793,17940.0,21.500000,170503999.6
1794,17950.0,39.500000,381935707.4
1795,17960.0,5.500000,54685453.0
1796,17970.0,21.500000,217281145.0
1797,17980.0,35.000000,267644984.0
1798,17990.0,54.000000,592935377.0
1799,18000.0,26.500000,263893355.0
1800,18010.0,65.500000,214337164.0
1801,18020.0,40.000000,1073674314.0
1802,18030.0,32.000000,586824066.0
1803,18040.0,21.000000,187724050.0
1804,18050.0,25.000000,913196147.0
1805,18060.0,38.000000,706037094.0
1806,18070.0,18.500000,3808798.0
1807,18080.0,75.500000,1318801786.0
1808,18090.0,32.000000,716350996.0
1809,18100.0,82.000000,4064213284.0
1810,18110.0,37.000000,1867266401.0
1811,18120.0,29.000000,1738235919.0
1812,18130.0,52.000000,1178171774.0
1813,18140.0,43.000000,1069197427.0
1814,18150.0,24.500000,722359770.0
1815,18160.0,24.000000,890959145.8
1816,18170.0,22.500000,1121066001.2
1817,18180.0,22.500000,1065931758.0
1818,18190.0,3.000000,126758.0
1819,18200.0,6.750000,268816.0
1820,18210.0,3.250000,570848.0
1821,18220.0,7.250000,483522.0
1822,18230.0,30.250000,3643173.0
1823,18240.0,28.000000,6064914.0
1824,18250.0,52.000000,1210048925.0
1825,18260.0,94.000000,1356261722.0
1826,18270.0,50.000000,729954185.0
1827,18280.0,34.000000,259721879.0
1828,18290.0,30.000000,3643754.0
1829,18300.0,29.000000,527273009.0
1830,18310.0,15.333333,318248403.3
1831,18320.0,20.333333,318267268.3
1832,18330.0,52.333333,323208136.4
1833,18340.0,47.000000,1936843390.0
1834,18350.0,43.500000,1283054629.2
1835,18360.0,33.500000,158526021.8
1836,18370.0,52.000000,971181751.0
1837,18380.0,19.333333,3464127.0
1838,18390.0,34.333333,4103797.0
1839,18400.0,15.333333,552041240.0
1840,18410.0,28.000000,581016642.0
1841,18420.0,21.000000,3497866.0
1842,18430.0,34.500000,582871771.0
1843,18440.0,7.000000,530702737.2
1844,18450.0,66.500000,1644900416.8
1845,18460.0,44.000000,913330234.0
1846,18470.0,43.000000,8055456.0
1847,18480.0,45.000000,1141704142.0
1848,18490.0,21.000000,2369492.0
1849,18500.0,30.000000,578186524.0
1850,18510.0,29.500000,585540567.0
1851,18520.0,94.500000,1733306580.0
1852,18530.0,45.000000,1166648970.0
1853,18540.0,13.000000,740739.0
1854,18550.0,77.000000,598617138.0
1855,18560.0,61.000000,1712769492.0
1856,18570.0,63.000000,878010018.0
1857,18580.0,12.000000,308061801.0
1858,18590.0,39.000000,5447184.0
1859,18600.0,37.000000,310206555.0
1860,18610.0,48.000000,672734695.0
1861,18620.0,35.000000,334301194.0
1862,18630.0,49.000000,1417422180.0
1863,18640.0,84.000000,979354758.0
1864,18650.0,57.000000,1592509736.0
1865,18660.0,29.000000,1299177343.0
1866,18670.0,42.000000,794518682.0
1867,18680.0,28.000000,611610670.0
1868,18690.0,31.000000,2252414867.0
1869,18700.0,16.000000,1288491927.0
1870,18710.0,22.500000,340293764.0
1871,18720.0,17.500000,345166345.0
1872,18730.0,14.000000,110089125.0
1873,18740.0,41.000000,1208803555.0
1874,18750.0,28.000000,313170084.0
1875,18760.0,32.000000,752840460.0
1876,18770.0,89.000000,3605486104.0
1877,18780.0,55.000000,1950224665.0
1878,18790.0,63.000000,1821011774.0
1879,18800.0,39.000000,825101731.0
1880,18810.0,40.333333,1346454000.0
1881,18820.0,0.833333,0.0
1882,18830.0,44.833333,1012202829.0
1883,18840.0,61.000000,1704882643.0
1884,18850.0,50.000000,777823248.0
1885,18860.0,33.000000,852926770.0
1886,18870.0,14.000000,314579249.0
1887,18880.0,23.000000,210099121.0
1888,18890.0,53.000000,2274038283.0
1889,18900.0,37.000000,618944790.0
1890,18910.0,12.000000,222144513.0
1891,18920.0,28.000000,577973218.0
1892,18930.0,28.000000,449988854.0
1893,18940.0,13.500000,565879685.1
1894,18950.0,57.500000,1645811418.9
1895,18960.0,19.500000,379865465.8
1896,18970.0,26.500000,877982894.2
1897,18980.0,79.000000,2090129813.0
1898,18990.0,58.000000,2147257299.0
1899,19000.0,6.500000,367638902.8
1900,19010.0,53.500000,1444362986.2
1901,19020.0,19.500000,6515726.0
1902,19030.0,17.500000,770691004.0
1903,19040.0,41.000000,596118561.0
1904,19050.0,48.000000,1656435783.0
1905,19060.0,24.000000,390090870.0
1906,19070.0,34.000000,713408478.0
1907,19080.0,37.000000,691099886.0
1908,19090.0,38.000000,565110938.0
1909,19100.0,35.000000,479039268.0
1910,19110.0,40.000000,1280696203.0
1911,19120.0,39.000000,932740237.0
1912,19130.0,56.000000,1259794154.0
1913,19140.0,49.000000,477674293.0
1914,19150.0,26.000000,209273353.0
1915,19160.0,33.000000,1780421791.0
1916,19170.0,37.000000,562592521.0
1917,19180.0,60.000000,1539582316.0
1918,19190.0,41.000000,1202039905.0
1919,19200.0,51.000000,2048339328.0
1920,19210.0,38.000000,634574014.0
1921,19220.0,41.000000,1344059883.0
1922,19230.0,44.000000,918183619.0
1923,19240.0,77.000000,2833851812.0
1924,19250.0,25.500000,887184860.7
1925,19260.0,29.500000,776086973.3
1926,19270.0,13.000000,94919891.0
1927,19280.0,64.000000,1850607311.0
1928,19290.0,15.000000,134551376.0
1929,19300.0,27.000000,852835456.0
1930,19310.0,36.000000,517769501.0
1931,19320.0,30.500000,908927668.0
1932,19330.0,108.500000,2238335106.0
1933,19340.0,19.000000,800949808.0
1934,19350.0,24.000000,652193632.0
1935,19360.0,71.000000,1826099345.0
1936,19370.0,22.000000,420318739.0
1937,19380.0,10.500000,287240150.0
1938,19390.0,42.500000,1163078475.0
1939,19400.0,31.000000,852922529.0
1940,19410.0,13.500000,1606129041.0
1941,19420.0,41.000000,2203817590.6
1942,19430.0,53.500000,2602724569.4
1943,19440.0,0.750000,519230674.1
1944,19450.0,5.750000,663482969.5
1945,19460.0,0.750000,20376242.3
1946,19470.0,24.750000,366949561.1
1947,19480.0,98.000000,3546582353.0
1948,19490.0,70.000000,1872673835.0
1949,19500.0,31.000000,814910630.0
1950,19510.0,53.000000,1311511022.0
1951,19520.0,69.000000,6940253081.0
1952,19530.0,59.000000,3428652103.0
1953,19540.0,45.000000,748697863.0
1954,19550.0,7.333333,371704444.9
1955,19560.0,24.333333,921376491.9
1956,19570.0,26.333333,1040660453.2
1957,19580.0,56.000000,910362790.0
1958,19590.0,86.000000,2439521973.0
1959,19600.0,28.000000,857156508.0
1960,19610.0,29.500000,673508614.0
1961,19620.0,25.500000,532335709.0
1962,19630.0,46.000000,1192938657.0
1963,19640.0,46.500000,1565688305.7
1964,19650.0,35.500000,3269277795.3
1965,19660.0,8.333333,1318930411.0
1966,19670.0,0.833333,463329393.2
1967,19680.0,28.833333,1384865200.8
1968,19690.0,15.500000,720974087.0
1969,19700.0,43.500000,893050828.0
1970,19710.0,6.500000,1908220.0
1971,19720.0,46.500000,1442241159.0
1972,19730.0,27.000000,834958929.0
1973,19740.0,26.500000,870830455.6
1974,19750.0,22.500000,792014961.4
1975,19760.0,34.500000,988705997.0
1976,19770.0,27.500000,4186209002.0
1977,19780.0,19.000000,1346247082.0
1978,19790.0,57.000000,2763115066.0
1979,19800.0,49.000000,1321158369.0
1980,19810.0,12.500000,5146754.0
1981,19820.0,42.500000,1318459503.0
1982,19830.0,41.000000,2891880760.0
1983,19840.0,54.000000,2604266619.0
1984,19850.0,61.000000,6495429601.0
1985,19860.0,57.000000,3645503392.0
1986,19870.0,45.500000,1692692642.0
1987,19880.0,13.500000,7403301.0
1988,19890.0,6.500000,1260934876.3
1989,19900.0,8.000000,975172343.3
1990,19910.0,31.500000,2040351264.4
1991,19920.0,65.000000,4331879260.0
1992,19930.0,10.500000,1025174656.9
1993,19940.0,27.500000,3503362930.1
1994,19950.0,76.000000,2059845460.0
1995,19960.0,39.000000,558435882.0
1996,19970.0,35.000000,1622697936.0
1997,19980.0,33.000000,2246837787.0
1998,19990.0,58.000000,4622422266.0
1999,20000.0,29.000000,1667602583.0
2000,20010.0,37.000000,416437059.0
2001,20020.0,75.000000,2457724564.0
2002,20030.0,39.000000,1120976395.0
2003,20040.0,34.000000,931175126.0
2004,20050.0,18.500000,993960534.0
2005,20060.0,49.500000,1999395626.0
2006,20070.0,54.000000,2718108873.0
2007,20080.0,7.500000,456514944.5
2008,20090.0,29.500000,1213027010.5
2009,20100.0,52.000000,4440474589.0
2010,20110.0,22.000000,787810026.0
2011,20120.0,59.000000,1075934438.0
2012,20130.0,47.000000,1983353380.0
2013,20140.0,51.000000,1794804483.0
2014,20150.0,46.000000,3455514457.0
2015,20160.0,57.000000,4166554219.0
2016,20170.0,8.500000,532356111.0
2017,20180.0,23.500000,9014940.0
2018,20190.0,32.000000,210165183.0
2019,20200.0,31.000000,495167176.0
2020,20210.0,29.000000,1429958089.0
2021,20220.0,57.000000,935730854.0
2022,20230.0,22.000000,1693429490.0
2023,20240.0,30.000000,997599438.0
2024,20250.0,42.000000,496381117.0
2025,20260.0,31.000000,3457134386.0
2026,20270.0,30.000000,2204346497.0
2027,20280.0,62.000000,5165001624.0
2028,20290.0,87.000000,5026820337.0
2029,20300.0,44.000000,3956547969.0
2030,20310.0,22.500000,1446823227.0
2031,20320.0,42.500000,3436033190.0
2032,20330.0,52.000000,1350780180.0
2033,20340.0,57.000000,5889861976.0
2034,20350.0,45.000000,3238158750.0
2035,20360.0,23.000000,688173092.0
2036,20370.0,49.000000,3726955778.0
2037,20380.0,1.000000,0.0
2038,20390.0,43.000000,1762544587.0
2039,20400.0,8.333333,688138789.2
2040,20410.0,0.666666,174734522.1
2041,20420.0,9.666666,898838801.4
2042,20430.0,21.333333,1538899122.2
2043,20440.0,45.000000,4214639879.0
2044,20450.0,11.500000,3024354.0
2045,20460.0,49.500000,4220732252.0
2046,20470.0,18.500000,166272869.7
2047,20480.0,15.500000,2074376868.3
2048,20490.0,29.000000,2153630721.0
2049,20500.0,53.000000,3438060985.0
2050,20510.0,29.000000,1583136962.0
2051,20520.0,49.000000,3970470889.0
2052,20530.0,24.000000,356490704.0
2053,20540.0,49.000000,3547485620.0
2054,20550.0,8.500000,1053767898.0
2055,20560.0,26.500000,643917644.0
2056,20570.0,15.000000,477098433.0
2057,20580.0,64.500000,5428345487.0
2058,20590.0,27.500000,1062943794.0
2059,20600.0,44.000000,3548265886.0
2060,20610.0,29.000000,1785063157.0
